Beginning output for all logs:
778:InfoPacket: Creating logger object 
6481:WallMap: y 3: 720.0 
6481:WallMap: x 0: 0 
6481:WallMap: x 1: 10 
6482:WallMap: x 2: 720.0 
6482:WallMap: x 3: 720.0 
6482:WallMap: y 0: 0 
6482:WallMap: y 1: 10 
6482:WallMap: y 2: 720.0 
6482:WallMap: y 3: 720.0 
6482:WallMap: x 0: 0 
6482:WallMap: x 1: 10 
6482:WallMap: x 2: 720.0 
6483:WallMap: x 3: 720.0 
6483:WallMap: y 0: 0 
6483:WallMap: y 1: 10 
6483:WallMap: y 2: 720.0 
6483:WallMap: y 3: 720.0 
6483:WallMap: x 0: 0 
6483:WallMap: x 1: 10 
6483:WallMap: x 2: 720.0 
6483:WallMap: x 3: 720.0 
6483:WallMap: y 0: 0 
6484:WallMap: y 1: 10 
6484:WallMap: y 2: 720.0 
6484:WallMap: y 3: 720.0 
6484:WallMap: x 0: 0 
6484:WallMap: x 1: 10 
6484:WallMap: x 2: 720.0 
6484:WallMap: x 3: 720.0 
6484:WallMap: y 0: 0 
6485:WallMap: y 1: 10 
6485:WallMap: y 2: 720.0 
6485:WallMap: y 3: 720.0 
6485:WallMap: x 0: 0 
6485:WallMap: x 1: 10 
6485:WallMap: x 2: 720.0 
6485:WallMap: x 3: 720.0 
6485:WallMap: y 0: 0 
6485:WallMap: y 1: 10 
6485:WallMap: y 2: 720.0 
6486:WallMap: y 3: 720.0 
6486:WallMap: x 0: 0 
6486:WallMap: x 1: 10 
6486:WallMap: x 2: 720.0 
6486:WallMap: x 3: 720.0 
6486:WallMap: y 0: 0 
6486:WallMap: y 1: 10 
6487:WallMap: y 2: 720.0 
6487:WallMap: y 3: 720.0 
6487:WallMap: x 0: 0 
6487:WallMap: x 1: 10 
6487:WallMap: x 2: 720.0 
6487:WallMap: x 3: 720.0 
6487:WallMap: y 0: 0 
6487:WallMap: y 1: 10 
6487:WallMap: y 2: 720.0 
6488:WallMap: y 3: 720.0 
6488:WallMap: x 0: 0 
6488:WallMap: x 1: 10 
6488:WallMap: x 2: 720.0 
6488:WallMap: x 3: 720.0 
6488:WallMap: y 0: 0 
6488:WallMap: y 1: 10 
6488:WallMap: y 2: 720.0 
6488:WallMap: y 3: 720.0 
6488:WallMap: x 0: 0 
6489:WallMap: x 1: 10 
6489:WallMap: x 2: 720.0 
6489:WallMap: x 3: 720.0 
6489:WallMap: y 0: 0 
6489:WallMap: y 1: 10 
6489:WallMap: y 2: 720.0 
6489:WallMap: y 3: 720.0 
6489:WallMap: x 0: 0 
6489:WallMap: x 1: 10 
6490:WallMap: x 2: 720.0 
6490:WallMap: x 3: 720.0 
6490:WallMap: y 0: 0 
6490:WallMap: y 1: 10 
6490:WallMap: y 2: 720.0 
6490:WallMap: y 3: 720.0 
6490:WallMap: x 0: 0 
6490:WallMap: x 1: 10 
6490:WallMap: x 2: 720.0 
6490:WallMap: x 3: 720.0 
6490:WallMap: y 0: 0 
6491:WallMap: y 1: 10 
6491:WallMap: y 2: 720.0 
6491:WallMap: y 3: 720.0 
6491:WallMap: x 0: 0 
6491:WallMap: x 1: 10 
6491:WallMap: x 2: 720.0 
6491:WallMap: x 3: 720.0 
6491:WallMap: y 0: 0 
6491:WallMap: y 1: 10 
6491:WallMap: y 2: 720.0 
6492:WallMap: y 3: 720.0 
6492:WallMap: x 0: 0 
6492:WallMap: x 1: 10 
6492:WallMap: x 2: 720.0 
6492:WallMap: x 3: 720.0 
6492:WallMap: y 0: 0 
6492:WallMap: y 1: 10 
6492:WallMap: y 2: 720.0 
6492:WallMap: y 3: 720.0 
6493:WallMap: x 0: 0 
6493:WallMap: x 1: 10 
6493:WallMap: x 2: 720.0 
6493:WallMap: x 3: 720.0 
6493:WallMap: y 0: 0 
6493:WallMap: y 1: 10 
6493:WallMap: y 2: 720.0 
6493:WallMap: y 3: 720.0 
6494:WallMap: x 0: 0 
6494:WallMap: x 1: 10 
6494:WallMap: x 2: 720.0 
6494:WallMap: x 3: 720.0 
6494:WallMap: y 0: 0 
6494:WallMap: y 1: 10 
6494:WallMap: y 2: 720.0 
6494:WallMap: y 3: 720.0 
6495:WallMap: x 0: 0 
6495:WallMap: x 1: 10 
6495:WallMap: x 2: 720.0 
6495:WallMap: x 3: 720.0 
6495:WallMap: y 0: 0 
6495:WallMap: y 1: 10 
6495:WallMap: y 2: 720.0 
6495:WallMap: y 3: 720.0 
6496:WallMap: x 0: 0 
6496:WallMap: x 1: 10 
6496:WallMap: x 2: 720.0 
6496:WallMap: x 3: 720.0 
6496:WallMap: y 0: 0 
6496:WallMap: y 1: 10 
6496:WallMap: y 2: 720.0 
6496:WallMap: y 3: 720.0 
6497:WallMap: x 0: 0 
6497:WallMap: x 1: 10 
6497:WallMap: x 2: 720.0 
6497:WallMap: x 3: 720.0 
6497:WallMap: y 0: 0 
6497:WallMap: y 1: 10 
6497:WallMap: y 2: 720.0 
6497:WallMap: y 3: 720.0 
6497:WallMap: x 0: 0 
6497:WallMap: x 1: 10 
6498:WallMap: x 2: 720.0 
6498:WallMap: x 3: 720.0 
6498:WallMap: y 0: 0 
6498:WallMap: y 1: 10 
6498:WallMap: y 2: 720.0 
6498:WallMap: y 3: 720.0 
6498:WallMap: x 0: 0 
6498:WallMap: x 1: 10 
6498:WallMap: x 2: 720.0 
6498:WallMap: x 3: 720.0 
6499:WallMap: y 0: 0 
6499:WallMap: y 1: 10 
6499:WallMap: y 2: 720.0 
6499:WallMap: y 3: 720.0 
6499:WallMap: x 0: 0 
6499:WallMap: x 1: 10 
6499:WallMap: x 2: 720.0 
6500:WallMap: x 3: 720.0 
6500:WallMap: y 0: 0 
6500:WallMap: y 1: 10 
6500:WallMap: y 2: 720.0 
6500:WallMap: y 3: 720.0 
6500:WallMap: x 0: 0 
6500:WallMap: x 1: 10 
6500:WallMap: x 2: 720.0 
6500:WallMap: x 3: 720.0 
6501:WallMap: y 0: 0 
6501:WallMap: y 1: 10 
6501:WallMap: y 2: 720.0 
6501:WallMap: y 3: 720.0 
6501:WallMap: x 0: 0 
6501:WallMap: x 1: 10 
6501:WallMap: x 2: 720.0 
6501:WallMap: x 3: 720.0 
6501:WallMap: y 0: 0 
6502:WallMap: y 1: 10 
6502:WallMap: y 2: 720.0 
6502:WallMap: y 3: 720.0 
6502:WallMap: x 0: 0 
6502:WallMap: x 1: 10 
6502:WallMap: x 2: 720.0 
6502:WallMap: x 3: 720.0 
6503:WallMap: y 0: 0 
6503:WallMap: y 1: 10 
6503:WallMap: y 2: 720.0 
6503:WallMap: y 3: 720.0 
6503:WallMap: x 0: 0 
6503:WallMap: x 1: 10 
6503:WallMap: x 2: 720.0 
6503:WallMap: x 3: 720.0 
6503:WallMap: y 0: 0 
6504:WallMap: y 1: 10 
6504:WallMap: y 2: 720.0 
6504:WallMap: y 3: 720.0 
6504:WallMap: x 0: 0 
6504:WallMap: x 1: 10 
6504:WallMap: x 2: 720.0 
6504:WallMap: x 3: 720.0 
6504:WallMap: y 0: 0 
6504:WallMap: y 1: 10 
6504:WallMap: y 2: 720.0 
6505:WallMap: y 3: 720.0 
6505:WallMap: x 0: 0 
6505:WallMap: x 1: 10 
6505:WallMap: x 2: 720.0 
6505:WallMap: x 3: 720.0 
6505:WallMap: y 0: 0 
6505:WallMap: y 1: 10 
6505:WallMap: y 2: 720.0 
6506:WallMap: y 3: 720.0 
6506:WallMap: x 0: 0 
6506:WallMap: x 1: 10 
6506:WallMap: x 2: 720.0 
6506:WallMap: x 3: 720.0 
6506:WallMap: y 0: 0 
6506:WallMap: y 1: 10 
6506:WallMap: y 2: 720.0 
6506:WallMap: y 3: 720.0 
6506:WallMap: x 0: 0 
6506:WallMap: x 1: 10 
6507:WallMap: x 2: 720.0 
6507:WallMap: x 3: 720.0 
6507:WallMap: y 0: 0 
6507:WallMap: y 1: 10 
6507:WallMap: y 2: 720.0 
6507:WallMap: y 3: 720.0 
6507:WallMap: x 0: 0 
6507:WallMap: x 1: 10 
6507:WallMap: x 2: 720.0 
6508:WallMap: x 3: 720.0 
6508:WallMap: y 0: 0 
6508:WallMap: y 1: 10 
6508:WallMap: y 2: 720.0 
6508:WallMap: y 3: 720.0 
6508:WallMap: x 0: 0 
6508:WallMap: x 1: 10 
6508:WallMap: x 2: 720.0 
6508:WallMap: x 3: 720.0 
6508:WallMap: y 0: 0 
6509:WallMap: y 1: 10 
6509:WallMap: y 2: 720.0 
6509:WallMap: y 3: 720.0 
6509:WallMap: x 0: 0 
6509:WallMap: x 1: 10 
6509:WallMap: x 2: 720.0 
6509:WallMap: x 3: 720.0 
6509:WallMap: y 0: 0 
6509:WallMap: y 1: 10 
6509:WallMap: y 2: 720.0 
6510:WallMap: y 3: 720.0 
6510:WallMap: x 0: 0 
6510:WallMap: x 1: 10 
6510:WallMap: x 2: 720.0 
6510:WallMap: x 3: 720.0 
6510:WallMap: y 0: 0 
6510:WallMap: y 1: 10 
6510:WallMap: y 2: 720.0 
6511:WallMap: y 3: 720.0 
6511:WallMap: x 0: 0 
6511:WallMap: x 1: 10 
6511:WallMap: x 2: 720.0 
6511:WallMap: x 3: 720.0 
6511:WallMap: y 0: 0 
6511:WallMap: y 1: 10 
6511:WallMap: y 2: 720.0 
6511:WallMap: y 3: 720.0 
6511:WallMap: x 0: 0 
6512:WallMap: x 1: 10 
6512:WallMap: x 2: 720.0 
6512:WallMap: x 3: 720.0 
6512:WallMap: y 0: 0 
6512:WallMap: y 1: 10 
6512:WallMap: y 2: 720.0 
6512:WallMap: y 3: 720.0 
6512:WallMap: x 0: 0 
6512:WallMap: x 1: 10 
6512:WallMap: x 2: 720.0 
6513:WallMap: x 3: 720.0 
6513:WallMap: y 0: 0 
6513:WallMap: y 1: 10 
6513:WallMap: y 2: 720.0 
6513:WallMap: y 3: 720.0 
6513:WallMap: x 0: 0 
6513:WallMap: x 1: 10 
6513:WallMap: x 2: 720.0 
6513:WallMap: x 3: 720.0 
6514:WallMap: y 0: 0 
6514:WallMap: y 1: 10 
6514:WallMap: y 2: 720.0 
6514:WallMap: y 3: 720.0 
6514:WallMap: x 0: 0 
6514:WallMap: x 1: 10 
6514:WallMap: x 2: 720.0 
6514:WallMap: x 3: 720.0 
6514:WallMap: y 0: 0 
6514:WallMap: y 1: 10 
6515:WallMap: y 2: 720.0 
6515:WallMap: y 3: 720.0 
6515:WallMap: x 0: 0 
6515:WallMap: x 1: 10 
6515:WallMap: x 2: 720.0 
6515:WallMap: x 3: 720.0 
6515:WallMap: y 0: 0 
6515:WallMap: y 1: 10 
6515:WallMap: y 2: 720.0 
6515:WallMap: y 3: 720.0 
6516:WallMap: x 0: 0 
6516:WallMap: x 1: 10 
6516:WallMap: x 2: 720.0 
6516:WallMap: x 3: 720.0 
6516:WallMap: y 0: 0 
6516:WallMap: y 1: 10 
6516:WallMap: y 2: 720.0 
6516:WallMap: y 3: 720.0 
6516:WallMap: x 0: 0 
6517:WallMap: x 1: 10 
6517:WallMap: x 2: 720.0 
6517:WallMap: x 3: 720.0 
6517:WallMap: y 0: 0 
6517:WallMap: y 1: 10 
6517:WallMap: y 2: 720.0 
6517:WallMap: y 3: 720.0 
6517:WallMap: x 0: 0 
6517:WallMap: x 1: 10 
6518:WallMap: x 2: 720.0 
6518:WallMap: x 3: 720.0 
6518:WallMap: y 0: 0 
6518:WallMap: y 1: 10 
6518:WallMap: y 2: 720.0 
6518:WallMap: y 3: 720.0 
6518:WallMap: x 0: 0 
6518:WallMap: x 1: 10 
6519:WallMap: x 2: 720.0 
6519:WallMap: x 3: 720.0 
6519:WallMap: y 0: 0 
6519:WallMap: y 1: 10 
6519:WallMap: y 2: 720.0 
6519:WallMap: y 3: 720.0 
6519:WallMap: x 0: 0 
6519:WallMap: x 1: 10 
6520:WallMap: x 2: 720.0 
6520:WallMap: x 3: 720.0 
6520:WallMap: y 0: 0 
6520:WallMap: y 1: 10 
6520:WallMap: y 2: 720.0 
6520:WallMap: y 3: 720.0 
6520:WallMap: x 0: 0 
6520:WallMap: x 1: 10 
6520:WallMap: x 2: 720.0 
6520:WallMap: x 3: 720.0 
6521:WallMap: y 0: 0 
6521:WallMap: y 1: 10 
6521:WallMap: y 2: 720.0 
6521:WallMap: y 3: 720.0 
6521:WallMap: x 0: 0 
6521:WallMap: x 1: 10 
6521:WallMap: x 2: 720.0 
6521:WallMap: x 3: 720.0 
6521:WallMap: y 0: 0 
6521:WallMap: y 1: 10 
6521:WallMap: y 2: 720.0 
6522:WallMap: y 3: 720.0 
6522:WallMap: x 0: 0 
6522:WallMap: x 1: 10 
6522:WallMap: x 2: 720.0 
6522:WallMap: x 3: 720.0 
6522:WallMap: y 0: 0 
6522:WallMap: y 1: 10 
6522:WallMap: y 2: 720.0 
6522:WallMap: y 3: 720.0 
6526:Robot: State changed to: stop 
6526:WallMap: x 0: 0 
6527:WallMap: x 1: 10 
6527:WallMap: x 2: 720.0 
6527:WallMap: x 3: 720.0 
6527:WallMap: y 0: 0 
6527:WallMap: y 1: 10 
6527:WallMap: y 2: 720.0 
6527:WallMap: y 3: 720.0 
6527:WallMap: x 0: 0 
6528:WallMap: x 1: 10 
6528:WallMap: x 2: 720.0 
6528:WallMap: x 3: 720.0 
6528:WallMap: y 0: 0 
6528:WallMap: y 1: 10 
6528:WallMap: y 2: 720.0 
6528:WallMap: y 3: 720.0 
6528:WallMap: x 0: 0 
6528:WallMap: x 1: 10 
6529:WallMap: x 2: 720.0 
6529:WallMap: x 3: 720.0 
6529:WallMap: y 0: 0 
6529:WallMap: y 1: 10 
6529:WallMap: y 2: 720.0 
6529:WallMap: y 3: 720.0 
6529:WallMap: x 0: 0 
6529:WallMap: x 1: 10 
6529:WallMap: x 2: 720.0 
6530:WallMap: x 3: 720.0 
6530:WallMap: y 0: 0 
6530:WallMap: y 1: 10 
6530:WallMap: y 2: 720.0 
6530:WallMap: y 3: 720.0 
6530:WallMap: x 0: 0 
6530:WallMap: x 1: 10 
6530:WallMap: x 2: 720.0 
6530:WallMap: x 3: 720.0 
6530:WallMap: y 0: 0 
6531:WallMap: y 1: 10 
6531:WallMap: y 2: 720.0 
6531:WallMap: y 3: 720.0 
6531:WallMap: x 0: 0 
6531:WallMap: x 1: 10 
6531:WallMap: x 2: 720.0 
6531:WallMap: x 3: 720.0 
6531:WallMap: y 0: 0 
6531:WallMap: y 1: 10 
6531:WallMap: y 2: 720.0 
6532:WallMap: y 3: 720.0 
6532:WallMap: x 0: 0 
6532:WallMap: x 1: 10 
6532:WallMap: x 2: 720.0 
6532:WallMap: x 3: 720.0 
6532:WallMap: y 0: 0 
6532:WallMap: y 1: 10 
6532:WallMap: y 2: 720.0 
6532:WallMap: y 3: 720.0 
6533:WallMap: x 0: 0 
6533:WallMap: x 1: 10 
6533:WallMap: x 2: 720.0 
6533:WallMap: x 3: 720.0 
6533:WallMap: y 0: 0 
6533:WallMap: y 1: 10 
6533:WallMap: y 2: 720.0 
6533:WallMap: y 3: 720.0 
6533:WallMap: x 0: 0 
6534:WallMap: x 1: 10 
6534:WallMap: x 2: 720.0 
6534:WallMap: x 3: 720.0 
6534:WallMap: y 0: 0 
6534:WallMap: y 1: 10 
6534:WallMap: y 2: 720.0 
6534:WallMap: y 3: 720.0 
6535:WallMap: x 0: 0 
6535:WallMap: x 1: 10 
6535:WallMap: x 2: 720.0 
6535:WallMap: x 3: 720.0 
6535:WallMap: y 0: 0 
6535:WallMap: y 1: 10 
6535:WallMap: y 2: 720.0 
6536:WallMap: y 3: 720.0 
6536:WallMap: x 0: 0 
6536:WallMap: x 1: 10 
6536:WallMap: x 2: 720.0 
6536:WallMap: x 3: 720.0 
6536:WallMap: y 0: 0 
6536:WallMap: y 1: 10 
6536:WallMap: y 2: 720.0 
6536:WallMap: y 3: 720.0 
6536:WallMap: x 0: 0 
6537:WallMap: x 1: 10 
6537:WallMap: x 2: 720.0 
6537:WallMap: x 3: 720.0 
6537:WallMap: y 0: 0 
6537:WallMap: y 1: 10 
6537:WallMap: y 2: 720.0 
6537:WallMap: y 3: 720.0 
6537:WallMap: x 0: 0 
6537:WallMap: x 1: 10 
6538:WallMap: x 2: 720.0 
6538:WallMap: x 3: 720.0 
6538:WallMap: y 0: 0 
6538:WallMap: y 1: 10 
6538:WallMap: y 2: 720.0 
6538:WallMap: y 3: 720.0 
6538:WallMap: x 0: 0 
6538:WallMap: x 1: 10 
6538:WallMap: x 2: 720.0 
6539:WallMap: x 3: 720.0 
6539:WallMap: y 0: 0 
6539:WallMap: y 1: 10 
6539:WallMap: y 2: 720.0 
6539:WallMap: y 3: 720.0 
6539:WallMap: x 0: 0 
6539:WallMap: x 1: 10 
6539:WallMap: x 2: 720.0 
6539:WallMap: x 3: 720.0 
6539:WallMap: y 0: 0 
6540:WallMap: y 1: 10 
6540:WallMap: y 2: 720.0 
6540:WallMap: y 3: 720.0 
6540:WallMap: x 0: 0 
6540:WallMap: x 1: 10 
6540:WallMap: x 2: 720.0 
6540:WallMap: x 3: 720.0 
6540:WallMap: y 0: 0 
6540:WallMap: y 1: 10 
6541:WallMap: y 2: 720.0 
6541:WallMap: y 3: 720.0 
6541:WallMap: x 0: 0 
6541:WallMap: x 1: 10 
6541:WallMap: x 2: 720.0 
6541:WallMap: x 3: 720.0 
6541:WallMap: y 0: 0 
6541:WallMap: y 1: 10 
6541:WallMap: y 2: 720.0 
6541:WallMap: y 3: 720.0 
6542:WallMap: x 0: 0 
6542:WallMap: x 1: 10 
6542:WallMap: x 2: 720.0 
6542:WallMap: x 3: 720.0 
6542:WallMap: y 0: 0 
6542:WallMap: y 1: 10 
6542:WallMap: y 2: 720.0 
6542:WallMap: y 3: 720.0 
6542:WallMap: x 0: 0 
6543:WallMap: x 1: 10 
6543:WallMap: x 2: 720.0 
6543:WallMap: x 3: 720.0 
6543:WallMap: y 0: 0 
6543:WallMap: y 1: 10 
6543:WallMap: y 2: 720.0 
6543:WallMap: y 3: 720.0 
6543:WallMap: x 0: 0 
6543:WallMap: x 1: 10 
6544:WallMap: x 2: 720.0 
6544:WallMap: x 3: 720.0 
6544:WallMap: y 0: 0 
6544:WallMap: y 1: 10 
6544:WallMap: y 2: 720.0 
6544:WallMap: y 3: 720.0 
6544:WallMap: x 0: 0 
6544:WallMap: x 1: 10 
6544:WallMap: x 2: 720.0 
6544:WallMap: x 3: 720.0 
6544:WallMap: y 0: 0 
6545:WallMap: y 1: 10 
6545:WallMap: y 2: 720.0 
6545:WallMap: y 3: 720.0 
6545:WallMap: x 0: 0 
6545:WallMap: x 1: 10 
6545:WallMap: x 2: 720.0 
6545:WallMap: x 3: 720.0 
6545:WallMap: y 0: 0 
6545:WallMap: y 1: 10 
6546:WallMap: y 2: 720.0 
6546:WallMap: y 3: 720.0 
6546:WallMap: x 0: 0 
6546:WallMap: x 1: 10 
6546:WallMap: x 2: 720.0 
6546:WallMap: x 3: 720.0 
6546:WallMap: y 0: 0 
6546:WallMap: y 1: 10 
6546:WallMap: y 2: 720.0 
6546:WallMap: y 3: 720.0 
6546:WallMap: x 0: 0 
6547:WallMap: x 1: 10 
6547:WallMap: x 2: 720.0 
6547:WallMap: x 3: 720.0 
6547:WallMap: y 0: 0 
6547:WallMap: y 1: 10 
6547:WallMap: y 2: 720.0 
6547:WallMap: y 3: 720.0 
6547:WallMap: x 0: 0 
6547:WallMap: x 1: 10 
6547:WallMap: x 2: 720.0 
6548:WallMap: x 3: 720.0 
6548:WallMap: y 0: 0 
6548:WallMap: y 1: 10 
6548:WallMap: y 2: 720.0 
6548:WallMap: y 3: 720.0 
6548:WallMap: x 0: 0 
6548:WallMap: x 1: 10 
6548:WallMap: x 2: 720.0 
6548:WallMap: x 3: 720.0 
6548:WallMap: y 0: 0 
6549:WallMap: y 1: 10 
6549:WallMap: y 2: 720.0 
6549:WallMap: y 3: 720.0 
6549:WallMap: x 0: 0 
6549:WallMap: x 1: 10 
6549:WallMap: x 2: 720.0 
6549:WallMap: x 3: 720.0 
6549:WallMap: y 0: 0 
6549:WallMap: y 1: 10 
6549:WallMap: y 2: 720.0 
6550:WallMap: y 3: 720.0 
6550:WallMap: x 0: 0 
6550:WallMap: x 1: 10 
6550:WallMap: x 2: 720.0 
6550:WallMap: x 3: 720.0 
6550:WallMap: y 0: 0 
6550:WallMap: y 1: 10 
6550:WallMap: y 2: 720.0 
6550:WallMap: y 3: 720.0 
6551:WallMap: x 0: 0 
6551:WallMap: x 1: 10 
6551:WallMap: x 2: 720.0 
6551:WallMap: x 3: 720.0 
6551:WallMap: y 0: 0 
6551:WallMap: y 1: 10 
6551:WallMap: y 2: 720.0 
6551:WallMap: y 3: 720.0 
6551:WallMap: x 0: 0 
6552:WallMap: x 1: 10 
6552:WallMap: x 2: 720.0 
6552:WallMap: x 3: 720.0 
6552:WallMap: y 0: 0 
6552:WallMap: y 1: 10 
6552:WallMap: y 2: 720.0 
6552:WallMap: y 3: 720.0 
6552:WallMap: x 0: 0 
6552:WallMap: x 1: 10 
6552:WallMap: x 2: 720.0 
6553:WallMap: x 3: 720.0 
6553:WallMap: y 0: 0 
6553:WallMap: y 1: 10 
6553:WallMap: y 2: 720.0 
6553:WallMap: y 3: 720.0 
6553:WallMap: x 0: 0 
6553:WallMap: x 1: 10 
6554:WallMap: x 2: 720.0 
6554:WallMap: x 3: 720.0 
6554:WallMap: y 0: 0 
6554:WallMap: y 1: 10 
6554:WallMap: y 2: 720.0 
6554:WallMap: y 3: 720.0 
6554:WallMap: x 0: 0 
6554:WallMap: x 1: 10 
6554:WallMap: x 2: 720.0 
6554:WallMap: x 3: 720.0 
6555:WallMap: y 0: 0 
6555:WallMap: y 1: 10 
6555:WallMap: y 2: 720.0 
6555:WallMap: y 3: 720.0 
6555:WallMap: x 0: 0 
6555:WallMap: x 1: 10 
6555:WallMap: x 2: 720.0 
6555:WallMap: x 3: 720.0 
6556:WallMap: y 0: 0 
6556:WallMap: y 1: 10 
6556:WallMap: y 2: 720.0 
6556:WallMap: y 3: 720.0 
6556:WallMap: x 0: 0 
6556:WallMap: x 1: 10 
6556:WallMap: x 2: 720.0 
6556:WallMap: x 3: 720.0 
6556:WallMap: y 0: 0 
6556:WallMap: y 1: 10 
6557:WallMap: y 2: 720.0 
6557:WallMap: y 3: 720.0 
6557:WallMap: x 0: 0 
6557:WallMap: x 1: 10 
6557:WallMap: x 2: 720.0 
6557:WallMap: x 3: 720.0 
6557:WallMap: y 0: 0 
6557:WallMap: y 1: 10 
6557:WallMap: y 2: 720.0 
6557:WallMap: y 3: 720.0 
6558:WallMap: x 0: 0 
6558:WallMap: x 1: 10 
6558:WallMap: x 2: 720.0 
6558:WallMap: x 3: 720.0 
6558:WallMap: y 0: 0 
6558:WallMap: y 1: 10 
6558:WallMap: y 2: 720.0 
6558:WallMap: y 3: 720.0 
6559:WallMap: x 0: 0 
6559:WallMap: x 1: 10 
6559:WallMap: x 2: 720.0 
6559:WallMap: x 3: 720.0 
6559:WallMap: y 0: 0 
6559:WallMap: y 1: 10 
6559:WallMap: y 2: 720.0 
6559:WallMap: y 3: 720.0 
6559:WallMap: x 0: 0 
6560:WallMap: x 1: 10 
6560:WallMap: x 2: 720.0 
6560:WallMap: x 3: 720.0 
6560:WallMap: y 0: 0 
6560:WallMap: y 1: 10 
6560:WallMap: y 2: 720.0 
6560:WallMap: y 3: 720.0 
6560:WallMap: x 0: 0 
6560:WallMap: x 1: 10 
6561:WallMap: x 2: 720.0 
6561:WallMap: x 3: 720.0 
6561:WallMap: y 0: 0 
6561:WallMap: y 1: 10 
6561:WallMap: y 2: 720.0 
6561:WallMap: y 3: 720.0 
6561:WallMap: x 0: 0 
6561:WallMap: x 1: 10 
6561:WallMap: x 2: 720.0 
6561:WallMap: x 3: 720.0 
6562:WallMap: y 0: 0 
6562:WallMap: y 1: 10 
6562:WallMap: y 2: 720.0 
6562:WallMap: y 3: 720.0 
6562:WallMap: x 0: 0 
6562:WallMap: x 1: 10 
6562:WallMap: x 2: 720.0 
6562:WallMap: x 3: 720.0 
6562:WallMap: y 0: 0 
6562:WallMap: y 1: 10 
6563:WallMap: y 2: 720.0 
6563:WallMap: y 3: 720.0 
6563:WallMap: x 0: 0 
6563:WallMap: x 1: 10 
6563:WallMap: x 2: 720.0 
6563:WallMap: x 3: 720.0 
6563:WallMap: y 0: 0 
6563:WallMap: y 1: 10 
6563:WallMap: y 2: 720.0 
6564:WallMap: y 3: 720.0 
6564:WallMap: x 0: 0 
6564:WallMap: x 1: 10 
6564:WallMap: x 2: 720.0 
6564:WallMap: x 3: 720.0 
6564:WallMap: y 0: 0 
6564:WallMap: y 1: 10 
6564:WallMap: y 2: 720.0 
6564:WallMap: y 3: 720.0 
6564:WallMap: x 0: 0 
6565:WallMap: x 1: 10 
6565:WallMap: x 2: 720.0 
6565:WallMap: x 3: 720.0 
6565:WallMap: y 0: 0 
6565:WallMap: y 1: 10 
6565:WallMap: y 2: 720.0 
6565:WallMap: y 3: 720.0 
6565:WallMap: x 0: 0 
6565:WallMap: x 1: 10 
6566:WallMap: x 2: 720.0 
6566:WallMap: x 3: 720.0 
6566:WallMap: y 0: 0 
6566:WallMap: y 1: 10 
6566:WallMap: y 2: 720.0 
6566:WallMap: y 3: 720.0 
6566:WallMap: x 0: 0 
6567:WallMap: x 1: 10 
6567:WallMap: x 2: 720.0 
6567:WallMap: x 3: 720.0 
6567:WallMap: y 0: 0 
6567:WallMap: y 1: 10 
6567:WallMap: y 2: 720.0 
6567:WallMap: y 3: 720.0 
6567:WallMap: x 0: 0 
6567:WallMap: x 1: 10 
6568:WallMap: x 2: 720.0 
6568:WallMap: x 3: 720.0 
6568:WallMap: y 0: 0 
6568:WallMap: y 1: 10 
6568:WallMap: y 2: 720.0 
6568:WallMap: y 3: 720.0 
6568:WallMap: x 0: 0 
6568:WallMap: x 1: 10 
6568:WallMap: x 2: 720.0 
6569:WallMap: x 3: 720.0 
6569:WallMap: y 0: 0 
6569:WallMap: y 1: 10 
6569:WallMap: y 2: 720.0 
6569:WallMap: y 3: 720.0 
6569:WallMap: x 0: 0 
6569:WallMap: x 1: 10 
6569:WallMap: x 2: 720.0 
6569:WallMap: x 3: 720.0 
6569:WallMap: y 0: 0 
6569:WallMap: y 1: 10 
6570:WallMap: y 2: 720.0 
6570:WallMap: y 3: 720.0 
6570:WallMap: x 0: 0 
6570:WallMap: x 1: 10 
6570:WallMap: x 2: 720.0 
6570:WallMap: x 3: 720.0 
6570:WallMap: y 0: 0 
6570:WallMap: y 1: 10 
6570:WallMap: y 2: 720.0 
6570:WallMap: y 3: 720.0 
6570:WallMap: x 0: 0 
6571:WallMap: x 1: 10 
6571:WallMap: x 2: 720.0 
6571:WallMap: x 3: 720.0 
6571:WallMap: y 0: 0 
6581:WallMap: y 1: 10 
6582:WallMap: y 2: 720.0 
6582:WallMap: y 3: 720.0 
6582:WallMap: x 0: 0 
6582:WallMap: x 1: 10 
6582:WallMap: x 2: 720.0 
6582:WallMap: x 3: 720.0 
6582:WallMap: y 0: 0 
6582:WallMap: y 1: 10 
6583:WallMap: y 2: 720.0 
6583:WallMap: y 3: 720.0 
6583:WallMap: x 0: 0 
6583:WallMap: x 1: 10 
6583:WallMap: x 2: 720.0 
6583:WallMap: x 3: 720.0 
6584:WallMap: y 0: 0 
6584:WallMap: y 1: 10 
6584:WallMap: y 2: 720.0 
6584:WallMap: y 3: 720.0 
6584:WallMap: x 0: 0 
6584:WallMap: x 1: 10 
6585:WallMap: x 2: 720.0 
6585:WallMap: x 3: 720.0 
6585:WallMap: y 0: 0 
6585:WallMap: y 1: 10 
6585:WallMap: y 2: 720.0 
6585:WallMap: y 3: 720.0 
6585:WallMap: x 0: 0 
6585:WallMap: x 1: 10 
6586:WallMap: x 2: 720.0 
